date,warehouse,product_id,demand,forecast
2023-07-18,ALQ,1223,2942.5,2471.0
2023-06-02,ALQ,592,0.0,12.0
2023-07-22,ALQ,558,11.1440598183079,10.0
2023-07-15,ALQ,970,19.5,15.0
2023-06-26,ALQ,144936,93.9634094238281,122.0
2023-08-05,ALQ,970,37.5,22.0
2023-06-13,ALQ,1366,973.0,1091.0
2023-08-17,ALQ,1893,27.0,8.0
2023-06-20,ALQ,56112,2705.0,2433.0
2023-07-06,ALQ,637189,172.743467464214,81.0
2023-06-05,ALQ,1223,2814.5,2429.0
2023-08-02,ALQ,95197,108.55,76.82
2023-07-08,ALQ,609015,30.0,49.0
2023-08-17,ALQ,1370,37.0,27.0
2023-06-07,ALQ,1364,40.0,29.0
2023-06-23,ALQ,420,190.314641952515,156.0
2023-07-28,ALQ,144924,169.0,161.0
2023-06-07,ALQ,603,6.5,8.0
2023-07-06,ALQ,447,18.0,15.0
2023-08-09,ALQ,1895,6.0,18.0
2023-06-01,ALQ,132740,123.5,104.0
2023-07-01,ALQ,640,13.5,16.0
2023-08-24,ALQ,784,124.5,132.0
2023-08-08,ALQ,935,3.0,4.0
2023-07-11,ALQ,95197,70.975,93.52
2023-06-17,ALQ,1548,81.6661880647823,68.0
2023-06-17,ALQ,1144,5.0,8.0
2023-08-22,ALQ,1318,166.0,230.0
2023-06-06,ALQ,1142,23.7766191959381,19.0
2023-06-12,ALQ,144924,179.376922607422,17.0
2023-08-23,ALQ,447,18.0,11.0
2023-07-14,ALQ,410,97.0,100.0
2023-08-02,ALQ,23458,127.349815368652,107.0
2023-07-27,ALQ,541,47.0,68.0
2023-08-07,ALQ,1562,52.8887481689453,48.0
2023-07-28,ALQ,381,66.2,84.0
2023-07-01,ALQ,144907,46.0,72.0
2023-08-21,ALQ,558,11.9893531799316,2.0
2023-06-24,ALQ,552,8.0,13.0
2023-06-29,ALQ,592,7.5,16.0
2023-08-02,ALQ,839,269.0,297.0
2023-08-23,ALQ,1350,43.0,65.0
2023-08-04,ALQ,319,7.0,21.0
2023-08-21,ALQ,1221,792.988342285156,349.0
2023-06-21,ALQ,1149,111.002736817347,110.0
2023-06-05,ALQ,1149,150.05199302947,142.0
2023-06-08,ALQ,1211,21.0,25.0
2023-06-14,ALQ,1370,25.0,37.0
2023-08-11,ALQ,1267,33.0,43.0
2023-08-19,ALQ,1370,25.0,29.0
2023-06-17,ALQ,426,108.005462964997,146.0
2023-07-11,ALQ,1372,19.0,26.0
2023-07-20,ALQ,609011,82.2644958496094,44.0
2023-07-10,ALQ,95197,43.4945861200666,73.48
2023-08-25,ALQ,642782,0.0,11.0
2023-08-04,ALQ,609015,2.0,30.0
2023-06-07,ALQ,1306,0.0,9.0
2023-08-18,ALQ,502,250.0,195.0
2023-07-12,ALQ,502,75.0,100.0
2023-06-17,ALQ,1318,212.0,208.0
2023-07-25,ALQ,1560,45.0,25.0
2023-08-30,ALQ,1562,32.0,40.0
2023-08-11,ALQ,836,255.0,270.0
2023-07-01,ALQ,286,83.5,63.0
2023-08-21,ALQ,408,465.648773193359,198.0
2023-07-22,ALQ,1266,25.0079304699872,28.0
2023-06-29,ALQ,556151,717.0,1019.0
2023-07-26,ALQ,1569,79.0,96.0
2023-08-29,ALQ,381,112.4,90.0
2023-08-08,ALQ,764,209.0,283.0
2023-06-28,ALQ,506,196.377552986145,174.0
2023-06-24,ALQ,12038,84.0,95.0
2023-08-17,ALQ,158107,17.0,24.0
2023-08-28,ALQ,1562,48.5338438192067,42.0
2023-06-06,ALQ,305,236.0,217.0
2023-06-24,ALQ,593,8.609130859375,17.0
2023-08-19,ALQ,144924,224.0,236.0
2023-08-03,ALQ,506,167.0,204.0
2023-06-12,ALQ,12080,103.709922790527,68.0
2023-08-22,ALQ,65920,18.0,30.0
2023-06-17,ALQ,636340,27.0005235444987,15.0
2023-07-17,ALQ,431,490.868394562523,299.0
2023-08-29,ALQ,1548,89.8405609130859,125.0
2023-06-14,ALQ,1352,540.0,503.0
2023-08-05,ALQ,447,3.0,16.0
2023-08-25,ALQ,12156,256.0,257.0
2023-08-14,ALQ,144907,50.0,235.0
2023-06-23,ALQ,586,198.0,142.0
2023-08-02,ALQ,586,125.498805789189,144.0
2023-08-08,ALQ,1366,1210.0,1313.0
2023-06-29,ALQ,1368,105.0,118.0
2023-06-19,ALQ,1149,145.361038208008,86.0
2023-06-03,ALQ,1360,54.3859539031982,44.0
2023-08-29,ALQ,1356,126.618385434151,82.0
2023-06-27,ALQ,253,40.0,36.0
2023-06-23,ALQ,431,254.0,255.0
2023-08-01,ALQ,556152,471.0,537.0
2023-07-12,ALQ,970,6.0,20.0
2023-06-20,ALQ,1144,11.0,10.0
2023-06-07,ALQ,144882,245.0,173.0
2023-06-23,ALQ,490,6.5,12.0
2023-08-23,ALQ,268,1.0,2.0
2023-08-30,ALQ,379,23.1700019836426,31.0
2023-06-28,ALQ,461,165.5,226.0
2023-06-08,ALQ,1310,155.0,153.0
2023-08-18,ALQ,144886,141.274612426758,153.0
2023-06-03,ALQ,1558,29.5582089424133,19.0
2023-07-04,ALQ,80085,170.370574951172,125.0
2023-07-06,ALQ,65920,29.5785103936531,23.0
2023-07-25,ALQ,1372,13.0,21.0
2023-08-26,ALQ,410,186.0,175.0
2023-08-05,ALQ,457,1303.0,1938.0
2023-08-26,ALQ,1374,12.0,12.0
2023-07-01,ALQ,1374,11.0,13.0
2023-06-30,ALQ,609011,67.0,75.0
2023-06-29,ALQ,163235,0.0,1.0
2023-07-21,ALQ,144907,84.0,54.0
2023-06-17,ALQ,305,143.005657856353,292.0
2023-08-29,ALQ,1352,559.0,575.0
2023-07-03,ALQ,1540,149.251937866211,91.0
2023-08-04,ALQ,636340,22.0,23.0
2023-06-22,ALQ,640,18.0,16.0
2023-08-24,ALQ,1562,29.0,60.0
2023-07-21,ALQ,349,348.5,287.0
2023-07-20,ALQ,56110,497.600006103516,313.0
2023-08-30,ALQ,144924,249.0,168.0
2023-06-12,ALQ,1314,119.08772277832,20.0
2023-08-10,ALQ,580,130.0,171.0
2023-06-28,ALQ,396,36.0,30.0
2023-06-24,ALQ,1310,168.633133316993,207.0
2023-08-19,ALQ,379,9.0,25.0
2023-07-27,ALQ,636339,112.0,56.0
2023-06-24,ALQ,1374,8.85824496501396,11.0
2023-08-24,ALQ,56112,2599.0,2493.0
2023-08-01,ALQ,640,23.9589557647705,35.0
2023-06-16,ALQ,1318,215.0,200.0
2023-07-07,ALQ,12080,143.0,50.0
2023-08-26,ALQ,1554,1.0,3.0
2023-06-13,ALQ,970,7.5,17.0
2023-08-14,ALQ,617,0.0,6.0
2023-07-24,ALQ,12087,433.594496916104,328.0
2023-08-12,ALQ,1211,10.0,29.0
2023-06-06,ALQ,420,300.747756958008,224.0
2023-06-29,ALQ,1563,8.0,12.0
2023-08-30,ALQ,1366,523.0,813.0
2023-08-12,ALQ,144903,22.0,85.0
2023-07-03,ALQ,144936,180.306045532227,35.0
2023-07-31,ALQ,23458,144.99333190918,223.0
2023-07-08,ALQ,379,31.3420162200928,36.0
2023-06-09,ALQ,23458,36.0,79.0
2023-06-27,ALQ,12060,291.0,361.0
2023-08-26,ALQ,1310,192.0,214.0
2023-07-05,ALQ,56283,55.5913988912612,34.0
2023-06-21,ALQ,1573,165.674805641174,130.0
2023-07-15,ALQ,461,249.31196838662,191.0
2023-06-29,ALQ,345,29.0,18.0
2023-08-08,ALQ,1573,110.0,190.0
2023-06-09,ALQ,556151,714.0,950.0
2023-06-12,ALQ,56112,2029.72814941406,1113.0
2023-07-24,ALQ,95197,87.9924378585815,68.47
2023-07-20,ALQ,144878,238.0,59.0
2023-06-19,ALQ,764,352.156524658203,238.0
2023-06-07,ALQ,556153,468.0,538.0
2023-08-17,ALQ,502,160.5,210.0
2023-08-09,ALQ,1318,132.601684570312,154.0
2023-06-24,ALQ,60592,73.0,57.0
2023-06-02,ALQ,936,350.315795898438,432.0
2023-06-27,ALQ,345,15.0,28.0
2023-08-17,ALQ,640,26.5,17.0
2023-08-19,ALQ,1372,20.396556854248,16.0
2023-08-25,ALQ,132740,105.5,160.0
2023-08-08,ALQ,56104,130.0,202.0
2023-06-01,ALQ,783,3.0,4.0
2023-07-01,ALQ,349,356.5,486.0
2023-08-05,ALQ,1350,63.0,54.0
2023-07-15,ALQ,617,4.0,3.0
2023-08-16,ALQ,319,10.5,13.0
2023-07-29,ALQ,1571,89.1931367031992,50.0
2023-07-12,ALQ,936,478.0,599.0
2023-07-01,ALQ,56110,576.0,750.0
2023-06-01,ALQ,1382,175.0,236.0
2023-06-26,ALQ,144903,45.9180970191956,68.0
2023-07-14,ALQ,382,27.6,76.0
2023-06-19,ALQ,396,27.6838264465332,5.0
2023-08-04,ALQ,784,100.0,128.0
2023-06-17,ALQ,420,109.011737821259,159.0
2023-06-27,ALQ,1211,32.7850256562233,32.0
2023-06-28,ALQ,1221,516.0,395.0
2023-07-14,ALQ,1558,35.0,13.0
2023-08-23,ALQ,1364,58.0724203586578,44.0
2023-06-01,ALQ,935,0.5,3.0
2023-07-20,ALQ,457,1374.59997558594,826.0
2023-06-26,ALQ,144878,339.0,270.0
2023-06-02,ALQ,1364,22.0,37.0
2023-08-17,ALQ,60592,45.0,39.0
2023-07-26,ALQ,564,23.8942150208034,30.0
2023-06-29,ALQ,1350,64.5093460083008,60.0
2023-07-21,ALQ,502,128.0,154.0
2023-07-22,ALQ,349,510.63647044852,293.0
2023-08-25,ALQ,603,13.5,16.0
2023-08-21,ALQ,543,47.2343940734863,33.0
2023-07-31,ALQ,556151,1088.0,1059.0
2023-07-29,ALQ,1554,3.0,2.0
2023-07-14,ALQ,1366,898.0,873.0
2023-08-25,ALQ,1901,0.0,1.0
2023-07-25,ALQ,585,30.0,50.0
2023-08-29,ALQ,349,444.0,435.0
2023-07-06,ALQ,186642,0.0,0.0
2023-08-04,ALQ,56110,634.0,649.0
2023-06-05,ALQ,1368,96.6223135645763,133.0
2023-07-06,ALQ,836,350.0,244.0
2023-08-18,ALQ,396,21.0,32.0
2023-06-02,ALQ,1569,157.0,121.0
2023-08-25,ALQ,431,352.0,341.0
2023-08-08,ALQ,490,14.0,40.0
2023-07-26,ALQ,1314,75.0,112.0
2023-08-02,ALQ,268,1.0,1.0
2023-06-19,ALQ,1569,113.352882385254,71.0
2023-08-08,ALQ,1318,168.0,295.0
2023-07-27,ALQ,408,270.0,291.0
2023-06-03,ALQ,461,157.355377197266,187.0
2023-06-09,ALQ,1546,204.0,157.0
2023-06-14,ALQ,457,1332.0,1123.0
2023-06-22,ALQ,144882,163.0,161.0
2023-08-29,ALQ,144886,138.868564605713,191.0
2023-08-16,ALQ,1562,49.0,64.0
2023-08-12,ALQ,29244,84.0,77.0
2023-07-07,ALQ,23458,45.0,98.0
2023-06-24,ALQ,12156,398.801315307617,307.0
2023-08-22,ALQ,345,15.0,20.0
2023-06-09,ALQ,12080,55.0,61.0
2023-07-31,ALQ,579,448.365528106689,401.0
2023-08-17,ALQ,144920,235.182151794434,249.0
2023-06-28,ALQ,1142,20.0,17.0
2023-07-28,ALQ,56110,644.0,581.0
2023-06-06,ALQ,1310,281.754310202059,136.0
2023-07-28,ALQ,95197,148.63,80.16
2023-08-26,ALQ,642782,0.0,3.0
2023-07-05,ALQ,144903,82.007560855709,79.0
2023-06-26,ALQ,144907,41.8200016021729,49.0
2023-07-14,ALQ,1372,21.0,19.0
2023-08-29,ALQ,1360,36.0,87.0
2023-08-07,ALQ,1364,43.8164100646973,19.0
2023-06-27,ALQ,556151,1193.0,1080.0
2023-06-21,ALQ,23458,57.617672920227,64.0
2023-06-12,ALQ,1573,168.409393310547,57.0
2023-06-10,ALQ,60592,85.2728815078735,42.0
2023-08-28,ALQ,1575,35.0992894172668,28.0
2023-06-22,ALQ,592,7.5,19.0
2023-08-25,ALQ,970,22.5,22.0
2023-06-06,ALQ,144936,217.688293457031,170.0
2023-08-15,ALQ,1350,67.1810280172613,97.0
2023-06-16,ALQ,1356,63.0,143.0
2023-08-03,ALQ,1382,246.0,212.0
2023-06-17,ALQ,12146,24.0,31.0
2023-08-28,ALQ,1350,62.891508474658,79.0
2023-07-24,ALQ,839,387.333953857422,448.0
2023-06-23,ALQ,163716,0.0,1.0
2023-08-08,ALQ,636341,90.0,143.0
2023-07-12,ALQ,1901,0.0,0.0
2023-07-07,ALQ,319,26.2115001678467,20.0
2023-08-07,ALQ,259,52.4993095397949,24.0
2023-06-03,ALQ,420,186.506937026978,144.0
2023-08-14,ALQ,1542,32.5307121276855,66.0
2023-08-16,ALQ,144924,136.0,193.0
2023-07-03,ALQ,268,2.19784426689148,2.0
2023-07-25,ALQ,1348,27.7346797887569,25.0
2023-07-18,ALQ,431,492.0,399.0
2023-07-12,ALQ,1376,26.0,37.0
2023-06-02,ALQ,12087,76.0,120.0
2023-07-18,ALQ,609011,120.0,73.0
2023-08-08,ALQ,1144,11.0,8.0
2023-06-20,ALQ,1352,676.048965454102,585.0
2023-07-28,ALQ,580,250.0,220.0
2023-06-26,ALQ,502,86.887300491333,99.0
2023-06-16,ALQ,442,175.0,186.0
2023-06-06,ALQ,12146,92.0276803970337,61.0
2023-07-10,ALQ,1266,46.4373909809962,39.0
2023-08-11,ALQ,1352,448.0,480.0
2023-06-21,ALQ,1368,157.615130901337,139.0
2023-08-24,ALQ,640,18.0,25.0
2023-08-15,ALQ,593,12.5,40.0
2023-06-12,ALQ,431,325.112640380859,122.0
2023-08-18,ALQ,65920,7.0,16.0
2023-08-05,ALQ,144882,108.0,215.0
2023-08-05,ALQ,636340,10.5054750442505,24.0
2023-07-08,ALQ,541,78.0,92.0
2023-07-28,ALQ,1540,246.0,259.0
2023-08-26,ALQ,1546,221.0,201.0
2023-06-27,ALQ,1374,14.0,20.0
2023-07-21,ALQ,1556,59.0,76.0
2023-07-05,ALQ,1310,111.0,212.0
2023-07-01,ALQ,132740,72.0,96.0
2023-07-08,ALQ,1366,847.0,1044.0
2023-06-16,ALQ,552,13.0,10.0
2023-08-04,ALQ,839,407.0,392.0
2023-06-06,ALQ,12087,136.0,148.0
2023-06-21,ALQ,186642,0.0,0.0
2023-07-08,ALQ,1893,7.0,11.0
2023-07-04,ALQ,186642,0.0,0.0
2023-08-12,ALQ,1893,9.0,9.0
2023-08-15,ALQ,1368,214.437205151688,173.0
2023-06-20,ALQ,319,12.0150949150254,14.0
2023-08-11,ALQ,1370,30.0,30.0
2023-07-25,ALQ,836,315.938587188721,320.0
2023-08-08,ALQ,585,46.0,43.0
2023-08-21,ALQ,585,35.8573341369629,12.0
2023-06-27,ALQ,1542,32.3303370475769,45.0
2023-08-24,ALQ,1356,57.0,75.0
2023-07-25,ALQ,490,27.0,20.0
2023-06-03,ALQ,252,19.1769335269928,20.0
2023-07-19,ALQ,1575,18.0,29.0
2023-07-04,ALQ,1348,31.4787557125092,22.0
2023-08-09,ALQ,556152,457.678855895996,384.0
2023-08-17,ALQ,54041,0.0,3.0
2023-08-14,ALQ,592,17.5,10.0
2023-07-10,ALQ,642,525.980508822243,413.0
2023-08-15,ALQ,80085,101.75,120.5
2023-07-08,ALQ,502,113.5,114.0
2023-07-28,ALQ,144878,230.0,278.0
2023-08-02,ALQ,1556,66.0,64.0
2023-06-12,ALQ,60433,149.74739074707,101.0
2023-08-01,ALQ,1895,34.440664768219,33.0
2023-07-13,ALQ,286,52.7640647888184,70.0
2023-07-24,ALQ,12028,108.833786010742,96.0
2023-06-05,ALQ,1298,898.830210718164,687.0
2023-08-05,ALQ,1905,26.0,32.0
2023-08-10,ALQ,556153,740.0,607.0
2023-07-28,ALQ,158107,19.0,15.0
2023-07-17,ALQ,420,257.0,202.0
2023-07-04,ALQ,12080,99.4215545654297,114.0
2023-07-28,ALQ,556151,739.0,800.0
2023-08-16,ALQ,1352,435.0,499.0
2023-06-29,ALQ,1370,16.0,27.0
2023-07-22,ALQ,1573,105.837920465943,84.0
2023-07-27,ALQ,603,5.0,10.0
2023-06-16,ALQ,609015,33.0,40.0
2023-07-03,ALQ,144920,270.355346679688,42.0
2023-08-04,ALQ,586,116.0,182.0
2023-06-17,ALQ,1542,32.555284603492,36.0
2023-08-08,ALQ,1368,92.0,268.0
2023-06-28,ALQ,56112,2019.0,2518.0
2023-06-23,ALQ,1552,99.0,67.0
2023-06-15,ALQ,1575,22.3176006674767,33.0
2023-06-22,ALQ,1368,85.0,162.0
2023-08-30,ALQ,12028,49.0,49.0
2023-07-25,ALQ,305,157.0,221.0
2023-06-26,ALQ,936,512.02237701416,600.0
2023-07-18,ALQ,305,201.485054016113,155.0
2023-08-21,ALQ,1350,80.5288314819336,50.0
2023-06-10,ALQ,319,5.46595501899719,17.0
2023-07-29,ALQ,773,47.0959464420226,20.0
2023-07-15,ALQ,1298,618.0,636.0
2023-08-24,ALQ,56110,476.0,524.0
2023-06-03,ALQ,1901,1.0,2.0
2023-08-10,ALQ,408,337.0,299.0
2023-06-24,ALQ,642,463.782859802246,356.0
2023-06-12,ALQ,783,3.58151888847351,2.0
2023-08-03,ALQ,1350,48.0,55.0
2023-07-08,ALQ,431,282.0,284.0
2023-08-12,ALQ,1374,7.0,9.0
2023-06-19,ALQ,410,147.642639160156,85.0
2023-08-23,ALQ,1149,96.6248712539673,103.0
2023-07-12,ALQ,410,106.002287033014,130.0
2023-08-25,ALQ,56283,45.0,47.0
2023-08-04,ALQ,150483,590.0,679.0
2023-07-12,ALQ,2193,274.0,308.0
2023-07-17,ALQ,1556,86.1101960520631,73.0
2023-06-14,ALQ,556153,553.0,594.0
2023-08-17,ALQ,1895,15.0,13.0
2023-06-10,ALQ,345,8.0,22.0
2023-08-22,ALQ,836,248.44140625,348.0
2023-07-17,ALQ,1368,111.0,132.0
2023-08-05,ALQ,98551,328.155,410.82
2023-06-14,ALQ,1284,59.9802668690681,38.0
2023-06-17,ALQ,556151,1004.82301777436,1050.0
2023-06-03,ALQ,1573,105.0,133.0
2023-07-08,ALQ,580,120.0,206.0
2023-08-19,ALQ,1364,23.0,35.0
2023-06-01,ALQ,345,8.0,17.0
2023-08-07,ALQ,636339,73.8147659301758,87.0
2023-07-05,ALQ,12038,179.48656463623,127.0
2023-06-16,ALQ,379,13.2184858322144,33.0
2023-06-23,ALQ,1556,99.3091630935669,75.0
2023-07-06,ALQ,564,30.5,28.0
2023-06-10,ALQ,379,19.6055526733398,37.0
2023-06-21,ALQ,1211,36.0057811737061,20.0
2023-07-12,ALQ,1569,93.0,113.0
2023-06-27,ALQ,552,14.0,15.0
2023-06-14,ALQ,54041,6.00748491287231,3.0
2023-06-12,ALQ,1563,11.2789287567139,9.0
2023-07-14,ALQ,252,38.0,18.0
2023-07-31,ALQ,1554,6.12249890714884,5.0
2023-06-08,ALQ,1360,48.0,50.0
2023-07-10,ALQ,150483,729.802391052246,779.0
2023-06-03,ALQ,56104,229.039344787598,165.0
2023-07-06,ALQ,592,17.5,17.0
2023-08-05,ALQ,1571,50.0,65.0
2023-06-28,ALQ,1348,10.0,17.0
2023-07-14,ALQ,970,24.0,17.0
2023-07-29,ALQ,784,148.5,139.0
2023-07-08,ALQ,259,60.0,54.0
2023-06-19,ALQ,461,217.107925415039,145.0
2023-06-15,ALQ,1298,470.0,385.0
2023-07-26,ALQ,1554,6.4000161588192,4.0
2023-07-24,ALQ,586,286.0,169.0
2023-07-18,ALQ,585,32.0,54.0
2023-08-18,ALQ,1350,45.0,62.0
2023-06-02,ALQ,552,8.5,9.0
2023-06-08,ALQ,586,82.0,121.0
2023-06-27,ALQ,783,9.0,6.0
2023-08-17,ALQ,12087,176.0,309.0
2023-08-17,ALQ,1575,9.0,18.0
2023-07-27,ALQ,12087,280.0,214.0
2023-06-09,ALQ,1298,598.0,700.0
2023-07-27,ALQ,836,225.0,299.0
2023-07-03,ALQ,1298,740.458374023438,251.0
2023-07-18,ALQ,617,4.0,4.0
2023-07-05,ALQ,773,23.1473535929385,11.0
2023-08-29,ALQ,56110,472.0,634.0
2023-08-23,ALQ,1552,45.0,58.0
2023-08-01,ALQ,431,540.0,480.0
2023-06-14,ALQ,420,176.0,154.0
2023-08-12,ALQ,60433,139.0,127.0
2023-07-31,ALQ,640,12.0,25.0
2023-07-08,ALQ,1221,518.0,615.0
2023-06-01,ALQ,12060,200.0,240.0
2023-08-18,ALQ,144882,147.0,177.0
2023-06-09,ALQ,541,76.0,65.0
2023-07-27,ALQ,23458,98.0,75.0
2023-07-01,ALQ,1142,11.0,17.0
2023-08-09,ALQ,773,27.0,21.0
2023-08-16,ALQ,764,149.0,190.0
2023-06-23,ALQ,381,163.733469581604,148.0
2023-07-04,ALQ,1360,99.1296167373657,76.0
2023-08-04,ALQ,1573,123.0,94.0
2023-08-30,ALQ,642778,0.0,29.0
2023-07-22,ALQ,268,2.09970249980688,1.0
2023-07-05,ALQ,1348,22.9939460097191,17.0
2023-08-14,ALQ,1348,19.2648153305054,26.0
2023-06-09,ALQ,268,1.0,2.0
2023-07-22,ALQ,556153,936.0,895.0
2023-06-13,ALQ,1318,131.0,233.0
2023-08-16,ALQ,506,128.0,186.0
2023-07-17,ALQ,609015,25.2443463802338,28.0
2023-06-12,ALQ,408,441.31298828125,123.0
2023-06-20,ALQ,1562,58.2191482652429,36.0
2023-07-26,ALQ,1284,6.60911354327519,30.0
2023-08-03,ALQ,1318,183.56657409668,234.0
2023-06-27,ALQ,640,22.4683403074741,22.0
2023-07-05,ALQ,556152,607.0,517.0
2023-07-19,ALQ,144920,118.0,200.0
2023-08-16,ALQ,132740,145.5,134.0
2023-07-05,ALQ,558,10.0022251408082,8.0
2023-07-29,ALQ,1542,38.0,40.0
2023-08-04,ALQ,2191,55.0,35.0
2023-08-02,ALQ,1575,14.0,31.0
2023-06-14,ALQ,1366,746.0,759.0
2023-07-01,ALQ,305,131.0,140.0
2023-07-08,ALQ,617,0.0,5.0
2023-07-03,ALQ,305,203.031143188477,119.0
2023-06-28,ALQ,1314,113.0,75.0
2023-08-17,ALQ,609015,44.0,35.0
2023-07-15,ALQ,1149,117.654174804688,94.0
2023-08-30,ALQ,408,352.5,400.0
2023-06-28,ALQ,773,5.0,11.0
2023-06-30,ALQ,1223,3014.5,2978.0
2023-06-08,ALQ,426,135.0,152.0
2023-07-29,ALQ,80085,190.449147098971,106.5
2023-07-31,ALQ,144886,88.0,219.0
2023-07-21,ALQ,490,11.5,26.0
2023-08-08,ALQ,637189,216.0,310.0
2023-07-06,ALQ,543,39.2614874839783,26.0
2023-07-12,ALQ,556151,834.0,946.0
2023-07-26,ALQ,1560,19.0,24.0
2023-06-27,ALQ,60592,81.0,48.0
2023-08-08,ALQ,543,41.0,46.0
2023-06-07,ALQ,556151,876.0,865.0
2023-06-19,ALQ,23458,133.563842773438,65.0
2023-07-11,ALQ,1318,193.0,228.0
2023-08-05,ALQ,144924,154.0,220.0
2023-06-24,ALQ,580,80.0,176.0
2023-07-14,ALQ,1895,30.0,15.0
2023-07-22,ALQ,1560,13.0,30.0
2023-08-07,ALQ,579,382.823974609375,219.0
2023-07-01,ALQ,431,182.0,268.0
2023-06-22,ALQ,935,0.5,2.0
2023-08-14,ALQ,12060,274.237609863281,402.0
2023-06-29,ALQ,543,26.0,25.0
2023-06-24,ALQ,1575,24.0,36.0
2023-08-09,ALQ,558,4.71566247940063,11.0
2023-07-10,ALQ,970,13.8270237445831,21.0
2023-08-21,ALQ,1569,110.356010437012,58.0
2023-08-15,ALQ,56112,2306.0,2990.0
2023-08-28,ALQ,1901,0.0,0.0
2023-06-14,ALQ,617,5.0,4.0
2023-07-20,ALQ,592,11.0,6.0
2023-08-26,ALQ,12028,47.0,50.0
2023-06-29,ALQ,319,15.0,19.0
2023-08-16,ALQ,1149,61.0,110.0
2023-07-28,ALQ,1366,1095.0,976.0
2023-06-21,ALQ,382,64.967338132811,52.0
2023-08-22,ALQ,253,34.0,38.0
2023-06-26,ALQ,585,69.4508867263794,40.0
2023-08-21,ALQ,327,8.20916271209717,4.0
2023-06-06,ALQ,543,40.7490303516388,43.0
2023-06-17,ALQ,95197,73.4378843307495,45.09
2023-06-09,ALQ,1372,35.8545751571655,20.0
2023-08-02,ALQ,1142,37.0,21.0
2023-06-03,ALQ,1560,47.6131919286428,30.0
2023-08-19,ALQ,1142,20.0,16.0
2023-08-24,ALQ,642782,0.0,0.0
2023-07-05,ALQ,286,57.5,67.0
2023-08-23,ALQ,636340,21.5579967498779,19.0
2023-07-27,ALQ,636340,30.0,17.0
2023-06-05,ALQ,2193,390.233377592327,327.0
2023-08-25,ALQ,144899,98.0,96.0
